name,roll,branch,start_year,current_courses,previous_courses_with_grades
Diya Nair,202262,ECE,2020,OOPS;NLP;101;302;CNTR;SE,102|5.9;501|9.1;NLP|8.8;NLP|6.2;502|8.3;402|6.5
Rohan Kapoor,202263,BT,2022,SE;NLP;201,102|9.1;301|5.5;402|8.8;OOPS|7.4;ML|6.0;NLP|7.5;OOPS|6.1
Vihaan Chowdhury,EE2022-264,ECE,2022,301;ML;NLP;202;CNTR;202,NLP|6.2;401|6.2;DBMS|6.3;ML|8.3;301|6.2;502|7.7;501|8.3;CN|5.4;401|6.1
Tanvi Mehta,202265,Physics,2022,DSA;DBMS;201;401;202,SE|9.0;102|6.4;101|8.4;CNTR|5.8;302|5.9
Yash Jain,EE2019-266,CE,2020,502;NLP;202,DSA|7.2;OS|5.8;OOPS|9.8;101|7.9;302|6.4;AI|7.5;CN|7.5
Ritika Reddy,202267,CE,2023,501;302;AI;CN,DBMS|7.1;CN|7.3;OS|5.7;402|7.9;501|6.6;402|6.7;201|6.4
Sai Desai,Maths2023-268,BT,2022,202;CNTR;DSA;CNTR;402;NLP,OOPS|9.0;CN|9.9;502|9.4;CNTR|8.2;SE|7.5;CNTR|6.6;SE|8.1;501|6.5;502|5.2
Diya Chowdhury,202269,CE,2022,501;DSA;DBMS,102|5.6;OS|7.1;DBMS|7.7;102|8.3;201|5.9;CNTR|9.9;ML|8.2;AI|7.3
Rohan Agarwal,202270,EE,2019,302;DBMS;DBMS;201;301;OOPS,OS|8.6;102|7.1;ML|9.8;201|7.0;401|9.8;CN|9.5
Kavya Agarwal,202271,CSE,2023,501;101;DBMS,OOPS|8.9;401|7.7;102|7.3;301|5.7;101|7.0;101|7.4;302|5.7;501|7.6;101|8.8
Isha Saxena,EE2020-272,BT,2019,101;OS;CN;301;101;402,402|7.3;402|8.3;NLP|8.7;501|5.1;SE|8.2;OOPS|5.8;102|9.2;201|9.7
Krishna Singh,ECE2021-273,Maths,2022,302;101;OOPS;OOPS,202|6.1;DSA|8.9;OOPS|9.7;102|8.5;OS|6.2
Ritika Patel,202274,CE,2022,302;302;AI;DBMS;AI,501|7.8;401|5.1;202|7.1;102|9.1;202|8.9;OOPS|6.7;501|8.2;201|8.2;SE|9.1;AI|6.9
Rohan Reddy,202275,Maths,2023,401;OOPS;102;AI;401,OOPS|9.5;302|6.0;OS|6.5;302|5.9;AI|6.6;301|5.3;501|8.1
Rohan Kumar,202276,ECE,2023,302;402;201;401;OS,NLP|8.3;SE|9.8;ML|6.9;102|9.1;DSA|5.4;301|8.5
Sai Rao,202277,ME,2020,202;502;SE;CN,DBMS|7.8;OOPS|7.9;AI|7.3;102|7.9;DSA|8.9;OOPS|9.4;102|9.6;401|6.2
Aditi Nair,BT2023-278,CSE,2019,NLP;DBMS;101;301;401;DSA,501|8.4;NLP|8.5;102|8.2;DBMS|9.5;201|6.0;DSA|8.9
Tanvi Saxena,202279,Maths,2022,SE;DSA;SE;401,501|8.1;202|9.8;301|6.2;AI|6.8;501|9.4;301|7.5;102|6.9
Isha Patel,202280,Physics,2023,102;DBMS;AI,ML|6.6;402|9.4;NLP|9.5;SE|7.4;401|8.5;201|8.0;OOPS|9.6;501|5.8;202|7.2
Arjun Khan,202281,ECE,2021,OOPS;502;401;CN,302|8.3;202|7.1;CNTR|5.4;201|6.6;CN|8.8;402|9.2;401|7.9
Neha Mehta,202282,CE,2020,202;CN;NLP,NLP|8.3;DBMS|7.9;501|5.7;402|7.1;DSA|5.2;202|6.7
Diya Saxena,CE2021-283,Physics,2020,302;202;NLP;DSA,102|9.9;CN|6.9;102|6.1;NLP|5.5;DBMS|5.6;502|5.5;301|6.0;NLP|8.1;OOPS|9.6;301|8.1
Aarav Reddy,202284,Physics,2020,402;DBMS;ML;CNTR;202,NLP|6.9;102|9.8;OOPS|9.9;OS|6.5;ML|8.5;OOPS|9.0;101|7.7;DBMS|7.8
Vivaan Malhotra,202285,EE,2023,OOPS;CNTR;102;301;102,AI|7.9;CNTR|8.0;302|7.4;DSA|8.7;CNTR|9.2;401|6.1;OOPS|6.0;SE|9.1;ML|7.2;101|7.9
Isha Sharma,202286,ECE,2022,501;OS;ML,402|5.9;102|7.0;501|5.6;502|7.5;NLP|7.6
Ishaan Patel,202287,BT,2021,501;DSA;102,CNTR|9.1;NLP|7.8;DBMS|5.2;CNTR|7.3;101|7.5;301|9.0;302|9.0;AI|5.4;201|5.7
Rohan Verma,202288,CSE,2022,DSA;NLP;201;AI;401;DSA,501|8.8;AI|6.2;101|9.0;501|7.5;DSA|6.9;DSA|8.1
Priya Desai,202289,Physics,2020,OS;ML;102;SE;201;501,102|8.4;NLP|6.6;101|6.7;502|9.6;DSA|8.1;302|8.9;DBMS|9.6
Priya Verma,202290,ECE,2020,OOPS;ML;SE;501;ML,CNTR|6.3;401|5.3;OOPS|9.2;401|9.6;ML|9.7;OS|9.0;302|9.2
Arjun Verma,202291,EE,2020,501;DBMS;ML,OOPS|6.0;CNTR|6.7;101|8.6;NLP|6.4;501|8.9;101|9.6;101|7.3;402|5.9
Arjun Patel,202292,CE,2021,AI;202;ML;OS;DBMS;301,AI|5.4;502|5.4;CNTR|9.1;CNTR|9.2;OS|8.0;CNTR|8.1;102|9.6;DSA|10.0;NLP|6.4;401|5.7
Neha Patel,CSE2019-293,Maths,2022,SE;102;CNTR;OOPS;OOPS,101|5.7;CNTR|9.2;301|9.2;NLP|8.6;101|5.3;301|6.5;101|9.2;ML|5.4;102|9.3;401|9.4
Priya Reddy,Physics2019-294,ME,2022,OOPS;DSA;401;DBMS,302|8.2;AI|5.1;102|5.1;CN|9.8;202|9.8;SE|6.2;102|5.9;CN|8.6;ML|6.9;201|7.2
Kavya Sharma,202295,Maths,2021,501;DBMS;102;NLP,CN|5.5;DSA|7.6;502|8.4;SE|6.0;301|6.3;402|7.1;402|9.2;NLP|6.6;202|5.4
Ananya Chowdhury,202296,Physics,2021,301;DBMS;OS;AI,401|7.6;CN|5.3;201|5.6;AI|6.3;CN|9.6
Sai Jain,202297,Maths,2023,CNTR;402;SE;102,101|7.8;101|8.1;SE|7.0;DBMS|6.2;SE|7.3
Yash Singh,202298,ECE,2020,102;201;DSA,401|5.9;ML|8.7;OOPS|7.7;AI|8.6;DSA|8.6
Sai Singh,BT2023-299,BT,2019,402;OOPS;SE;NLP;OS,DBMS|5.2;201|5.6;502|8.8;302|9.9;CN|5.1;501|5.4;102|5.3
Ananya Desai,202300,CE,2020,502;SE;CN;501,501|5.0;AI|7.6;OS|8.9;DBMS|7.5;302|8.0;CNTR|6.2;201|8.3;CN|5.6;402|6.9
Ananya Reddy,202301,ME,2023,401;CNTR;201;ML;OS;CN,202|7.3;DSA|9.2;502|8.1;CNTR|9.4;301|10.0;DBMS|5.8;NLP|9.0
Vivaan Malhotra,Maths2022-302,CE,2020,302;301;401;CN,SE|5.6;101|9.0;CN|5.6;102|7.9;302|9.1;501|9.6;202|9.6;301|6.2;202|9.3
Tanvi Nair,202303,ECE,2019,CNTR;201;202;302,502|9.1;502|8.0;402|6.8;CNTR|5.5;ML|5.7;302|8.3;402|7.4;NLP|7.8;102|5.6;502|8.6
Kavya Malhotra,202304,Physics,2020,OS;DBMS;201;201,302|8.1;AI|6.5;CN|6.0;501|6.8;401|6.7;NLP|6.4;CN|7.3;DBMS|9.5;SE|6.0;101|9.2
Yash Mehta,202305,Physics,2019,301;NLP;DBMS;502,201|7.7;301|9.5;401|8.8;102|8.9;201|5.3
Vivaan Sharma,202306,BT,2022,502;DBMS;101;OOPS;SE,201|9.6;CNTR|5.4;301|5.1;201|5.1;OOPS|5.4;CN|6.6;202|6.8;NLP|7.9
Vivaan Kumar,202307,Maths,2021,201;101;301;SE;CN,201|8.1;CNTR|5.8;OS|5.4;OOPS|8.9;301|9.1;302|5.2;SE|7.0;CN|7.4;401|6.1
Vihaan Singh,ECE2023-308,CSE,2022,302;ML;DSA;201;202;102,101|9.7;201|5.0;202|6.4;DSA|9.4;301|9.4
Ananya Khan,202309,ECE,2020,NLP;501;401;201;OS,NLP|7.6;101|5.0;402|5.3;CN|6.7;ML|8.9;402|8.4;301|6.0;301|5.8;102|5.6
Yash Desai,202310,ME,2019,502;402;502;OOPS;202,CNTR|8.0;302|8.8;AI|7.0;202|8.2;NLP|8.3;201|5.2;501|9.3;102|9.1;101|6.9
Vihaan Kapoor,202311,CE,2019,AI;NLP;401,CN|5.9;302|6.0;502|6.5;101|6.0;102|5.1;ML|7.4;101|9.9;301|5.5;402|9.8
Yash Verma,EE2023-312,Physics,2023,CNTR;501;CN;SE;DSA;202,SE|6.6;501|7.1;502|7.2;NLP|7.5;202|5.6;301|7.8;NLP|7.0
Kavya Rao,202313,BT,2023,AI;CN;401;OS;DSA;OS,501|6.6;DBMS|9.6;502|5.1;NLP|7.3;OOPS|6.0;DSA|6.4;101|7.5;302|5.3;501|9.1
Tanvi Jain,202314,ECE,2022,CNTR;OOPS;ML;501;DSA,DSA|8.6;202|9.6;401|9.7;CNTR|9.3;102|7.6;301|7.1
Arjun Nair,202315,ME,2019,401;NLP;102;OS;502;AI,DSA|6.7;402|9.0;302|9.2;501|6.4;AI|9.7;502|7.9;SE|6.2
Ishaan Patel,202316,BT,2021,502;OOPS;OOPS;ML,SE|6.5;402|5.3;402|5.9;502|5.1;501|5.6;AI|9.5;201|6.1
Vivaan Rao,202317,ECE,2020,301;401;NLP;NLP,302|6.1;OS|7.0;201|5.8;502|6.9;302|5.2
Kavya Agarwal,Maths2020-318,ECE,2020,ML;402;502,SE|5.7;201|5.5;OS|7.1;DBMS|6.3;301|6.5;DSA|8.3;CNTR|7.2;201|9.5;SE|8.9
Sai Reddy,202319,EE,2022,202;ML;201;CN;AI,301|8.7;102|6.2;CNTR|7.3;AI|6.5;OOPS|9.5;DSA|5.4;OS|7.7;CNTR|7.9;SE|9.7
Arjun Chowdhury,202320,Maths,2023,102;CN;301;SE,202|8.0;CN|8.7;102|5.0;301|8.7;402|8.1
Vivaan Iyer,202321,EE,2021,502;DSA;402,CNTR|10.0;DSA|5.1;OS|6.1;DBMS|9.6;DSA|8.2;402|6.4;201|7.4
Ananya Nair,202322,ME,2022,CN;SE;401;401;CN,ML|6.6;NLP|5.1;501|5.8;102|10.0;202|9.0;CNTR|7.4;OOPS|7.3;302|6.3;ML|5.1;102|8.4
Neha Reddy,202323,ECE,2019,NLP;201;DBMS;OS;101;202,SE|7.9;302|5.6;DSA|6.9;401|6.7;302|5.6;CN|5.4;ML|6.2;302|9.1
Krishna Gupta,Physics2023-324,Physics,2023,302;402;CN;401;CN,CN|5.3;SE|7.2;501|8.6;301|9.1;OS|6.6;302|7.6;302|6.1;201|6.5;DSA|8.3
Aditya Khan,202325,ECE,2020,202;501;NLP;302;301,401|10.0;ML|5.2;301|7.2;401|5.5;AI|7.7;SE|6.0;501|8.6
Ananya Saxena,202326,EE,2021,NLP;CN;ML;AI,302|9.9;301|7.9;201|5.8;AI|7.8;OOPS|8.4;302|9.3;DBMS|6.2
Sakshi Gupta,202327,EE,2020,SE;AI;502,301|5.2;DBMS|8.4;202|7.9;OS|8.9;202|9.7
Sai Chowdhury,202328,ME,2023,SE;NLP;NLP;201;501;201,OS|9.7;501|5.8;301|8.5;301|6.4;DBMS|5.9;402|8.4;SE|5.4;ML|7.1;201|9.8
Vivaan Verma,202329,Physics,2022,501;502;201,402|8.9;501|8.5;OOPS|7.1;302|8.1;OS|7.6
Sai Kumar,CE2019-330,Physics,2020,SE;OS;OS,302|9.8;101|9.9;DSA|7.2;102|7.9;401|6.5;502|9.8;402|9.9
Ishaan Desai,202331,Maths,2022,102;DSA;SE;501,102|9.9;101|7.6;DBMS|5.9;DBMS|6.6;401|9.1;DSA|9.2
Ananya Gupta,CSE2022-332,Maths,2019,DBMS;402;401;OOPS;101,302|6.6;CNTR|5.6;SE|9.6;OOPS|7.6;301|6.4
Vihaan Nair,202333,BT,2021,102;DSA;102,301|5.6;101|8.7;SE|6.8;202|6.3;OOPS|9.9;501|9.1;OOPS|8.6;OOPS|6.3;201|8.7;101|5.0
Priya Saxena,202334,Physics,2021,202;CN;CNTR,DBMS|7.8;CNTR|7.6;202|9.7;301|6.6;301|6.9;502|5.7;201|8.3;CN|6.5
Diya Chowdhury,Physics2022-335,EE,2022,402;102;AI;ML,101|5.4;DBMS|8.7;AI|6.4;401|5.9;AI|8.1;DSA|5.3;302|8.0
Diya Bose,202336,Maths,2023,CNTR;302;501;302;AI,202|9.0;302|9.5;DBMS|5.2;301|6.2;202|8.9;OOPS|7.3;501|6.5;NLP|5.8;502|6.7
Yash Desai,202337,CE,2021,DBMS;102;501,OOPS|9.7;301|7.9;101|9.2;DBMS|6.6;302|6.0;201|5.6;501|8.1
Isha Kapoor,202338,ECE,2019,OOPS;301;CNTR;501;302,NLP|6.2;CNTR|9.8;CNTR|6.7;OS|7.8;ML|9.6;DBMS|7.5;OOPS|7.7;501|9.1;DSA|5.7
Isha Desai,Physics2023-339,CE,2021,201;OOPS;501;401,DBMS|6.3;SE|5.3;SE|5.7;OOPS|6.8;OOPS|6.9;OOPS|8.3;101|9.8;OS|6.9
Ananya Jain,202340,ECE,2020,OOPS;502;301;DBMS,202|6.1;402|8.4;402|8.9;CNTR|6.3;502|7.9;402|6.0;CNTR|8.6;ML|6.5
Tanvi Malhotra,202341,CSE,2021,CN;102;402,102|9.5;301|6.2;NLP|8.5;402|5.9;SE|5.6;DSA|5.1;101|6.4;402|5.7;502|9.0
Kavya Reddy,202342,EE,2021,202;AI;101;CN;CNTR;DSA,CN|5.1;502|8.7;OOPS|5.3;201|5.1;401|6.7
Arjun Verma,202343,CE,2021,301;402;501;302;402;DSA,502|5.3;502|7.5;402|6.7;402|6.3;302|6.3;AI|6.5
Aditi Saxena,202344,ME,2021,AI;502;CN;501,NLP|5.9;402|9.2;402|6.2;202|6.7;202|6.4;102|7.1;202|9.8;302|9.8
Ananya Iyer,CE2021-345,ECE,2021,401;CN;ML;102,502|9.1;101|9.2;OOPS|8.6;401|5.6;OS|6.1;ML|9.3;OOPS|7.8;CN|8.8
Tanvi Gupta,202346,CSE,2023,OOPS;ML;ML;DBMS;ML,CNTR|7.6;301|9.7;202|6.8;301|5.1;DBMS|6.4;401|9.5;DSA|6.0
Sakshi Reddy,202347,CSE,2019,101;DBMS;DSA;302;202,202|7.9;OS|9.4;401|5.7;202|5.9;DSA|8.3;DBMS|8.2;402|8.6;DBMS|6.2;401|7.7;101|7.0
Arjun Khan,202348,Physics,2020,202;SE;DSA,102|9.6;402|9.4;DSA|8.0;CNTR|9.2;201|8.0
Yash Agarwal,202349,Maths,2023,502;OOPS;402;AI,OOPS|6.2;501|8.4;ML|8.8;201|7.8;501|5.6;CNTR|5.0;102|10.0;501|5.4;502|6.1;201|8.8
Vivaan Reddy,ME2020-350,Maths,2019,DSA;ML;AI;501,202|9.8;CN|8.9;102|8.7;402|6.3;302|9.1;NLP|6.0;202|9.7;NLP|9.5;CNTR|6.7
Tanvi Malhotra,202351,BT,2023,OOPS;DSA;SE;OS;302,AI|7.8;401|7.9;302|9.1;502|5.7;101|7.1;DBMS|8.4;CNTR|6.8;CN|7.4
Ritika Kapoor,202352,CE,2022,DBMS;501;CNTR;401,502|5.5;NLP|7.4;201|9.9;CN|6.1;301|6.0;AI|9.0;CN|9.1;OOPS|5.3;AI|6.3;101|6.3
Yash Khan,202353,CE,2019,ML;CN;102;AI;501,301|5.8;101|8.8;401|10.0;CNTR|5.9;401|5.2;502|5.7
Diya Reddy,Maths2023-354,CSE,2021,302;DSA;301;502;502,DSA|7.8;502|9.5;NLP|8.6;401|9.5;401|8.0
Priya Kumar,EE2023-355,ME,2020,501;ML;NLP;CN;NLP;301,502|6.5;DBMS|9.9;401|6.1;DSA|8.4;ML|6.5;DSA|10.0;402|8.9;101|6.1;501|6.0;CN|6.6
Aarav Bose,ECE2023-356,EE,2023,202;DSA;202;502,OOPS|7.5;DSA|9.9;AI|6.9;301|8.4;302|6.0
Priya Kapoor,202357,Maths,2021,ML;OS;CN;OS;SE,101|7.6;301|7.6;CN|8.3;SE|9.4;NLP|8.1;SE|5.7;401|5.7;201|9.3
Yash Kumar,202358,BT,2019,201;302;CNTR,NLP|7.9;OS|9.5;102|5.9;101|8.4;OOPS|8.5;401|6.2;302|8.0;301|9.8
Arjun Khan,202359,Physics,2023,CNTR;SE;502;CN;401;202,AI|6.3;201|5.5;502|5.8;OS|6.4;202|7.6
Aditya Patel,EE2023-360,CE,2019,402;201;OS;201;OS,OS|9.5;AI|6.4;202|8.0;201|7.9;302|5.7;201|9.4;CN|5.0;ML|9.5;ML|6.2
Aarav Iyer,202361,ME,2021,101;CNTR;ML;OS;DSA,202|7.7;OS|8.0;301|8.5;AI|8.4;ML|8.9;OOPS|6.4
Neha Rao,202362,Maths,2019,ML;101;402;102,201|9.5;402|5.8;201|5.2;301|9.5;302|6.2;501|8.2;402|8.6;ML|8.7;101|5.2
Ananya Sharma,202363,Maths,2019,101;201;DBMS;401;202;CNTR,OOPS|7.8;ML|7.6;CNTR|7.4;502|6.5;301|6.3;CNTR|5.9
Diya Rao,202364,CSE,2019,SE;DBMS;OS;401;CNTR,101|8.6;NLP|6.6;CNTR|8.3;OOPS|9.0;NLP|7.5;CNTR|9.8;DSA|8.9
Kavya Mehta,202365,EE,2023,302;DSA;502;401;201,102|6.6;CN|8.3;101|8.5;301|5.3;NLP|6.1;202|6.3;502|5.4
Arjun Sharma,202366,ME,2020,OOPS;202;DBMS;501;CNTR,501|9.3;302|8.3;AI|8.8;SE|10.0;402|9.2
Rohan Rao,202367,ECE,2022,CNTR;201;402;101;502,402|6.8;301|9.6;DSA|9.2;CNTR|9.5;402|9.7
Vivaan Desai,EE2023-368,BT,2023,OOPS;201;AI;501;101,201|7.2;502|7.7;AI|5.5;401|7.2;SE|8.5
Tanvi Rao,202369,BT,2023,DBMS;ML;OS,DBMS|5.7;301|7.1;SE|6.1;OOPS|7.9;CN|5.6;OS|6.1;401|9.1;301|7.1;NLP|7.9
Arjun Reddy,202370,ECE,2020,402;CNTR;DSA;NLP,CNTR|8.8;202|6.8;AI|7.2;DBMS|5.4;OS|7.0
Isha Khan,202371,Physics,2023,CNTR;302;DBMS;502;ML;NLP,301|5.7;NLP|5.3;SE|8.5;302|6.3;202|6.9
Neha Khan,202372,ECE,2022,OOPS;301;401;101,301|8.2;DSA|5.5;OS|6.2;302|6.4;402|9.4;DSA|6.0;NLP|6.1;402|7.3;102|7.7;502|7.2
Diya Sharma,CSE2021-373,ME,2021,502;CN;402;201;402,302|9.0;102|7.4;DBMS|5.2;202|8.4;401|6.9;501|7.2;102|7.9;OOPS|5.8
Arjun Singh,202374,ME,2019,OOPS;NLP;CNTR,402|9.3;DBMS|8.8;402|8.1;402|9.3;CNTR|7.8;CNTR|8.4;NLP|9.4;CNTR|6.5;401|7.1;102|9.3
Aditya Sharma,202375,CE,2022,CNTR;501;501;CNTR;201;201,201|8.0;ML|5.9;301|5.7;502|6.6;DBMS|5.0;202|6.0;OS|9.4;401|7.3;301|5.3;502|7.8
Arjun Kumar,CE2019-376,EE,2023,402;CN;202;OOPS;302;401,402|6.2;CN|5.7;502|5.6;ML|7.2;SE|7.0;102|6.3;401|9.0
Ritika Singh,CE2020-377,BT,2020,102;OS;201,AI|6.3;AI|8.8;102|5.3;201|6.0;AI|9.5;401|9.8;301|8.0;201|6.3
Ishaan Rao,202378,CE,2020,302;301;OS;CNTR;SE,102|8.1;OS|7.8;202|8.7;502|7.6;402|5.4;302|7.8;DSA|6.0;SE|6.4;DBMS|9.1;ML|8.7
Arjun Jain,202379,Physics,2022,CNTR;201;OS,AI|7.0;DBMS|8.7;AI|7.0;NLP|8.7;301|8.6;AI|9.6;501|5.7
Priya Singh,202380,BT,2021,301;NLP;102,201|6.5;CNTR|8.7;301|6.4;302|5.5;DSA|5.3;NLP|6.2;CN|5.2;402|9.0;DBMS|9.3;NLP|9.5
Ritika Kumar,202381,CE,2023,502;502;402,SE|9.8;402|9.5;DBMS|9.5;301|5.4;DBMS|7.0;CNTR|5.2;101|6.0
Kavya Patel,202382,EE,2022,SE;302;302;AI,CN|5.5;ML|5.2;302|9.6;SE|5.3;ML|9.1;202|5.5;401|7.5;202|9.4
Rohan Kapoor,202383,BT,2022,502;ML;202;DSA;OS,101|5.6;DBMS|10.0;CN|9.5;CNTR|7.6;501|6.5;202|7.9;202|9.6;ML|6.5
Neha Mehta,202384,ECE,2019,201;SE;501;CN;102;CN,CNTR|8.7;ML|6.6;DBMS|7.6;AI|8.7;402|5.1;201|5.1;101|7.1;402|6.3;OS|7.4;NLP|7.9
Sakshi Reddy,202385,ME,2023,401;202;OOPS;CN,ML|5.3;CNTR|8.8;DSA|9.7;102|7.9;DBMS|9.8;202|6.9;302|6.6;102|8.0
Aarav Chowdhury,202386,EE,2023,502;CN;501;NLP;402;201,AI|7.7;201|5.7;SE|8.5;102|8.9;501|7.7
Aarav Agarwal,202387,ECE,2023,301;301;DBMS;OS;501;CN,CN|9.7;CNTR|5.6;ML|7.5;502|5.7;OOPS|8.9;101|9.2;DBMS|5.1
Vihaan Nair,202388,CSE,2021,CNTR;402;202;101;402,AI|8.8;201|5.0;502|9.4;SE|9.3;NLP|8.7;401|8.8;202|7.8;DBMS|8.3
Vihaan Mehta,202389,Physics,2019,OS;DBMS;501;102;201;AI,301|5.4;OS|5.3;502|6.9;501|6.7;OOPS|7.5;OS|9.2;DSA|7.3
Aditi Gupta,202390,ECE,2022,102;502;ML;402;DSA,NLP|8.1;501|5.8;202|6.8;CN|9.4;CNTR|9.1;201|7.1;OOPS|7.1
Priya Chowdhury,CSE2023-391,ME,2020,401;202;CN;DBMS;201;AI,401|7.9;202|6.5;301|9.0;502|5.1;302|8.2;DSA|9.7;101|5.6;AI|7.7;201|7.1;OS|7.0
Ananya Kumar,202392,CSE,2021,102;DBMS;DBMS;CNTR,OOPS|6.0;501|6.2;102|6.7;ML|5.6;NLP|9.1;NLP|5.1;DSA|5.5
Diya Saxena,202393,CE,2020,SE;CN;CN;101;CN;AI,101|6.6;302|7.6;NLP|6.4;CN|9.7;CNTR|6.9;NLP|8.6
Diya Jain,202394,Maths,2022,ML;DBMS;CNTR;101;502,401|7.4;401|7.0;201|6.8;502|7.2;NLP|9.7;ML|5.7;OS|8.3;CNTR|6.4
Vihaan Singh,202395,Physics,2023,102;501;OS;202;DSA,201|7.4;ML|7.5;CNTR|5.7;DSA|8.3;ML|7.3;OS|8.2;ML|6.2;201|5.4;CNTR|9.0
Vihaan Saxena,202396,Physics,2023,OOPS;301;201,DSA|5.9;502|8.9;DSA|9.7;SE|8.0;OOPS|9.0;102|6.7;CNTR|6.9;202|9.5;301|5.6
Aditya Verma,202397,ME,2021,302;102;202;201;NLP;402,501|5.3;201|7.9;501|7.9;302|7.9;SE|7.7;301|8.7;CN|5.8;501|9.0;DSA|6.8;OOPS|8.1
Krishna Iyer,202398,ECE,2021,DSA;OOPS;OS;ML;402;201,SE|8.2;CN|8.2;101|6.9;502|8.4;AI|5.6;OOPS|5.5;301|8.7
Sai Singh,ME2019-399,CE,2021,ML;ML;301;401,101|7.4;501|6.3;102|6.4;OS|9.8;502|9.1;502|5.7;ML|7.4;SE|9.6;102|6.5
Arjun Iyer,202400,ME,2023,SE;102;501,202|7.4;NLP|9.4;101|6.0;OOPS|7.0;DBMS|9.5;302|7.8;302|7.2;501|9.0
Kavya Agarwal,202401,CSE,2020,ML;302;SE;SE;ML,OOPS|5.2;CNTR|7.2;NLP|5.9;CNTR|8.3;102|5.6
Priya Gupta,202402,Physics,2019,OS;101;CNTR;302;501;102,301|5.2;501|7.8;DSA|5.4;201|5.7;NLP|8.0;402|7.9
Vihaan Desai,202403,ME,2021,NLP;302;102;402;402,DSA|9.8;501|6.0;101|8.3;CN|5.6;OOPS|9.3;ML|9.2;201|5.6;ML|5.4
Isha Kumar,EE2021-404,BT,2021,501;DBMS;102;OS;NLP,202|9.2;DSA|7.6;CNTR|6.8;401|9.8;DSA|5.9;OS|7.8;102|6.1;AI|6.0
Neha Jain,202405,CSE,2023,CN;201;201,402|6.6;301|5.7;NLP|8.9;ML|8.2;CN|9.8;OS|7.6;502|9.8;102|5.7;OS|9.6
Krishna Iyer,202406,ME,2023,201;OOPS;SE;DSA;501,NLP|9.4;ML|7.4;AI|6.6;AI|9.1;402|8.5;ML|7.0;OOPS|7.8;101|7.0;102|5.8;301|8.1
Priya Patel,202407,Physics,2021,OOPS;OOPS;102;401;402;CNTR,SE|9.0;401|7.3;401|7.7;OOPS|5.8;OOPS|8.2;CNTR|6.4;SE|5.4
Neha Kapoor,202408,BT,2019,DBMS;302;DBMS;SE,AI|9.9;DSA|9.7;CN|9.1;201|6.5;OOPS|7.1;402|8.1;AI|8.0;SE|8.3;SE|9.4;202|6.6
Ishaan Mehta,202409,EE,2020,DBMS;102;AI;OS;OS;201,SE|9.2;NLP|9.9;OOPS|7.9;SE|5.1;DSA|6.3;502|5.4;OOPS|6.4;401|8.3
Ritika Sharma,202410,CE,2022,302;102;401,101|9.0;101|7.1;301|6.1;302|9.6;101|7.1;402|6.3;101|7.6;102|5.2
Tanvi Khan,202411,CSE,2019,DSA;AI;CN;201;SE,DSA|5.6;402|5.0;102|6.3;AI|5.2;301|6.1;CN|5.4
Ritika Gupta,202412,CE,2019,CN;302;AI,501|7.0;102|8.9;DBMS|5.3;DSA|8.5;CN|5.5;SE|7.8;501|8.5;CN|9.8;501|6.7;302|5.1
Ritika Verma,202413,Maths,2021,402;NLP;302;201,CNTR|8.3;201|7.3;SE|8.7;DSA|7.4;302|5.7;ML|7.1;201|9.1;402|9.1;401|6.3;202|6.5
Ritika Khan,BT2021-414,Maths,2023,501;CNTR;302;302;CNTR;301,201|8.4;DSA|5.6;102|6.9;202|6.0;AI|5.4;501|9.8;402|5.2;501|7.7
Ishaan Mehta,EE2019-415,CSE,2020,302;402;401;CNTR;OOPS;SE,501|5.7;CN|8.6;ML|9.4;OOPS|8.3;502|5.1;102|6.0;402|7.1;OS|9.6;201|6.2;401|7.8
Aditi Verma,202416,ECE,2019,AI;AI;202;201;501;401,CN|7.1;501|8.7;101|5.7;201|6.3;DSA|9.3;102|6.9
Aditi Rao,202417,Maths,2019,202;201;DSA;401;CNTR,SE|9.1;501|9.3;501|8.5;OS|9.1;301|7.1
Ritika Malhotra,202418,CSE,2023,201;301;202;DSA;OOPS,AI|9.9;SE|6.5;OOPS|7.8;101|6.0;CNTR|8.1;CNTR|8.0;402|8.5;101|5.8;401|6.7;SE|6.8
Tanvi Chowdhury,Physics2021-419,CSE,2022,CNTR;DSA;DBMS;CNTR;CNTR,502|8.2;402|7.6;101|6.0;ML|5.2;OS|7.3
Arjun Patel,202420,ME,2022,SE;201;101,DSA|8.3;ML|5.0;NLP|5.5;ML|8.7;402|8.6;401|8.2
Ritika Nair,202421,ECE,2020,DSA;302;AI;501,ML|5.8;SE|8.1;AI|6.8;DBMS|7.6;501|6.1;CN|5.3
Isha Saxena,Maths2019-422,Maths,2023,302;CNTR;402;OS;402;AI,502|9.9;302|6.0;DBMS|8.5;CN|6.3;DSA|9.2;102|6.0;401|5.3;SE|7.4
Isha Reddy,202423,BT,2023,CNTR;SE;AI;302,SE|6.4;501|7.2;102|7.9;DBMS|5.1;DSA|8.7;ML|6.6
Sakshi Agarwal,202424,EE,2019,202;OS;201;402,201|9.6;NLP|9.1;CNTR|8.7;OS|7.8;201|7.6;401|9.3;ML|7.2
Aditya Malhotra,202425,Maths,2022,202;202;201;OOPS;CN,501|9.6;AI|8.6;DSA|6.2;502|7.9;OS|5.5;OOPS|8.3
